title,urls
"The Name of the Wind (The Kingkiller Chronicle, #1)",https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind
The Green Mile,https://www.goodreads.com/book/show/11566.The_Green_Mile
The God of Small Things,https://www.goodreads.com/book/show/9777.The_God_of_Small_Things
Horton Hears a Who!,https://www.goodreads.com/book/show/7779.Horton_Hears_a_Who_
Treasure Island,https://www.goodreads.com/book/show/295.Treasure_Island
"Are You There God? It's Me, Margaret",https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret
All Creatures Great and Small / All Things Bright and Beautiful,https://www.goodreads.com/book/show/32087.All_Creatures_Great_and_Small_All_Things_Bright_and_Beautiful
"The Shining (The Shining, #1)",https://www.goodreads.com/book/show/11588.The_Shining
The House of the Spirits,https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits
The Iliad / The Odyssey,https://www.goodreads.com/book/show/1375.The_Iliad_The_Odyssey
V for Vendetta,https://www.goodreads.com/book/show/5805.V_for_Vendetta
"The Foundation Trilogy (Foundation, #1-3)",https://www.goodreads.com/book/show/46654.The_Foundation_Trilogy
The Complete Works,https://www.goodreads.com/book/show/569564.The_Complete_Works
"New Moon (The Twilight Saga, #2)",https://www.goodreads.com/book/show/49041.New_Moon
Julius Caesar,https://www.goodreads.com/book/show/13006.Julius_Caesar
"Neverwhere (London Below, #1)",https://www.goodreads.com/book/show/14497.Neverwhere
"Little House in the Big Woods (Little House, #1)",https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods
The Guernsey Literary and Potato Peel Pie Society,https://www.goodreads.com/book/show/2728527-the-guernsey-literary-and-potato-peel-pie-society
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
The Elements of Style,https://www.goodreads.com/book/show/33514.The_Elements_of_Style
The Importance of Being Earnest,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest
"Unbroken: A World War II Story of Survival, Resilience and Redemption",https://www.goodreads.com/book/show/8664353-unbroken
David Copperfield,https://www.goodreads.com/book/show/58696.David_Copperfield
